,Unnamed: 0,song title,artist,album title,year,duration,bpm,scale,loudness,cluster
83,83,['Marmaduke'],"['Charlie Parker', 'Miles Davis']",['Bird 100'],['2020-08-28'],162.25333333333333,95.703125,0,-11.140485248840148,0
84,84,['Moonlight In Vermont'],"['Ella Fitzgerald', 'Louis Armstrong']",['100 Songs For A Centennial'],['2017-04-21'],220.42666666666668,103.359375,0,-17.31355628493656,0
86,86,['Cheek To Cheek'],"['Ella Fitzgerald', 'Louis Armstrong']",['100 Songs For A Centennial'],['2017-04-21'],353.64,123.046875,0,-14.40711919530389,0
88,88,['Manhattan'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],170.18666666666667,117.45383522727272,0,-12.85945434189403,0
90,90,['Thou Swell'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],124.28,143.5546875,0,-13.573034274054615,0
91,91,"[""Tiny's Tempo""]",['Charlie Parker'],['Bird 100'],['2020-08-28'],175.4,103.359375,0,-11.698206089744222,0
92,92,['I Wish I Were In Love Again'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],157.92,143.5546875,0,-12.507460925616158,0
94,94,"[""Let's Call The Whole Thing Off""]","['Ella Fitzgerald', 'Louis Armstrong']",['100 Songs For A Centennial'],['2017-04-21'],252.2933333333333,123.046875,0,-13.48445137878606,0
95,95,['In A Mellow Tone'],"['Ella Fitzgerald', 'Oscar Peterson']",['100 Songs For A Centennial'],['2017-04-21'],310.76,107.666015625,0,-16.161153182495333,0
96,96,['Steeplechase'],"['Charlie Parker', 'Miles Davis']",['Bird 100'],['2020-08-28'],186.48,86.1328125,0,-12.672414562211229,0
98,98,['I Never Had A Chance'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],165.70666666666668,75.99954044117646,0,-15.145678227222104,0
103,103,['Little White Lies'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],152.14666666666668,103.359375,0,-16.359567506525142,0
104,104,['Stella By Starlight'],['Charlie Parker'],['Bird 100'],['2020-08-28'],176.50666666666666,92.28515625,0,-9.827001856125287,0
105,105,['Why Do I Love You?'],['Charlie Parker'],['Bird 100'],['2020-08-28'],185.8346485260771,89.10290948275862,0,-14.033015641382804,0
106,106,['A Fine Romance'],"['Ella Fitzgerald', 'Nelson Riddle & His Orchestra']",['100 Songs For A Centennial'],['2017-04-21'],216.57333333333327,123.046875,0,-13.787704212067109,0
110,110,['Honeysuckle Rose'],"['Ella Fitzgerald', 'Count Basie']",['100 Songs For A Centennial'],['2017-04-21'],162.05333333333334,95.703125,0,-14.2645955039406,0
112,112,['East Of The Sun (West Of The Moon)'],['Charlie Parker'],['Bird 100'],['2020-08-28'],218.24315192743765,123.046875,0,-14.109302534005966,0
113,113,['On The Sunny Side Of The Street'],"['Ella Fitzgerald', 'Count Basie']",['100 Songs For A Centennial'],['2017-04-21'],185.7733333333333,103.359375,0,-13.619295561012017,0
115,115,['Tea For Two'],"['Ella Fitzgerald', 'Count Basie']",['100 Songs For A Centennial'],['2017-04-21'],196.53333333333333,135.99917763157896,0,-14.55189140245861,0
116,116,['If I Should Lose You'],['Charlie Parker'],['Bird 100'],['2020-08-28'],168.24174603174603,112.34714673913044,0,-11.83014107311778,0
117,117,['Trouble In Mind'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],213.61333333333332,99.38401442307692,0,-13.873133680467715,0
120,120,"[""They Can't Take That Away From Me""]",['Charlie Parker'],['Bird 100'],['2020-08-28'],198.22315192743764,129.19921875,0,-13.578751373613771,0
123,123,['Celebrity (Film Short Soundtrack Recording)'],"['Charlie Parker', 'Buddy Rich']",['Bird 100'],['2020-08-28'],93.82666666666668,129.19921875,0,-12.41213235712014,0
124,124,['Something To Live For'],"['Ella Fitzgerald', 'Duke Ellington & His Orchestra']",['100 Songs For A Centennial'],['2017-04-21'],215.66666666666663,117.45383522727272,0,-16.092488035882365,0
125,125,['She Rote'],['Charlie Parker And His Orchestra'],['Bird 100'],['2020-08-28'],185.4933333333333,135.99917763157896,0,-12.206805775665377,0
126,126,['Whisper Not'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],181.86666666666667,112.34714673913044,0,-14.667098419868024,0
127,127,['Time After Time'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],209.24,107.666015625,0,-14.957952021136617,0
130,130,['Blue Orchids (Remastered 2002)'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],172.94666666666666,86.1328125,0,-18.44816010395929,0
131,131,['Body And Soul (Stereo Version)'],['Louis Armstrong'],['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],284.28,73.828125,0,-18.77881450442685,0
132,132,['Girl Of My Dreams (Single Version)'],['Etta James'],['At Last!'],['2017-11-10'],141.8,95.703125,0,-10.077372260376308,0
133,133,['I Gotta Right To Sing The Blues'],['Louis Armstrong'],['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],237.92,75.99954044117646,0,-13.121389192704514,0
137,137,['On My Mind the Whole Night Long'],['George Gershwin'],['Gershwin Plays Gershwin: The Piano Rolls'],['2005-09-13'],150.93333333333334,151.99908088235293,0,-17.721548601970557,0
138,138,['Silver Treads Among The Soul (Rudy Van Gelder Edition/1999 Digital Remaster)'],['Horace Silver'],['Song For My Father'],['1999-01-01'],233.16,135.99917763157896,0,-11.277524412351186,0
140,140,['Strangers In The Night (Remastered 2008)'],['Frank Sinatra'],['Nothing But The Best (Remastered)'],['2008-05-05'],164.82666666666665,92.28515625,0,-10.543633549804346,0
142,142,['Lover Man'],['Charlie Parker'],['Bird 100'],['2020-08-28'],201.44,129.19921875,0,-15.160890288287789,0
143,143,['My Blue Heaven'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],129.22666666666666,95.703125,0,-13.562607913979882,0
144,144,"['No, No (The River)']",['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],130.53333333333333,129.19921875,0,-16.40173123346539,0
145,145,['Bad Luck And Trouble'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],163.4,99.38401442307692,0,-15.617290089619276,0
146,146,"[""Don't Lie To Me""]",['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],141.8,129.19921875,0,-14.919936232669912,0
147,147,"[""I'm Gonna Be A Wheel Someday (Remastered)""]",['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],124.2,112.34714673913044,0,-15.2291011222975,0
148,148,['Ida Jane'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],133.93333333333334,89.10290948275862,0,-13.28601402683492,0
150,150,"[""Parker's Mood""]",['Charlie Parker'],['Bird 100'],['2020-08-28'],184.56,78.30255681818181,0,-11.96283751052842,0
151,151,['F.D.R. Jones'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],171.56,95.703125,0,-16.548663344190825,0
152,152,"[""Goin' Home""]",['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],133.82666666666665,95.703125,0,-14.812432073400188,0
153,153,['Good Hearted Man'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],136.76,86.1328125,0,-17.191602466656132,0
155,155,"[""Makin' Whoopee (Take 1)""]","['Louis Armstrong', 'Oscar Peterson']",['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],261.37333333333333,73.828125,0,-16.18099043352004,0
157,157,['My Dearest Darling'],['Etta James'],['At Last!'],['2017-11-10'],180.66666666666663,103.359375,0,-10.893119499637695,0
161,161,['The Best Is Yet To Come (2008 Remastered)'],"['Frank Sinatra', 'Count Basie And His Orchestra']",['Nothing But The Best (Remastered)'],['2008-05-05'],175.81333333333333,112.34714673913044,0,-12.291297110858634,0
162,162,['The Entertainer'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],263.0,143.5546875,0,-14.669858982753512,0
164,164,['Tuxedo Junction'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],206.0533333333333,112.34714673913044,0,-15.69941355830625,0
167,167,"[""You're The Top""]",['Louis Armstrong'],['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],153.52,143.5546875,0,-14.23321331681915,0
169,169,"[""Don't You Know""]",['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],146.30666666666667,103.359375,0,-15.94574602925502,0
170,170,"[""It's Only A Paper Moon""]","['Ella Fitzgerald', 'The Delta Rhythm Boys']",['100 Songs For A Centennial'],['2017-04-21'],161.96,112.34714673913044,0,-16.324846541176793,0
171,171,"[""It's You I Love""]",['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],124.02666666666669,117.45383522727272,0,-13.171759908951836,0
173,173,['Tell Me That You Love Me'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],123.6,99.38401442307692,0,-13.543396207372144,0
175,175,['Swanee'],['George Gershwin'],['Gershwin Plays Gershwin: The Piano Rolls'],['2005-09-13'],137.93333333333334,129.19921875,0,-18.281329203087825,0
177,177,['The Good Life (2008 Remastered)'],"['Frank Sinatra', 'Count Basie And His Orchestra']",['Nothing But The Best (Remastered)'],['2008-05-05'],147.4,89.10290948275862,0,-10.91953755606175,0
179,179,['An Oscar For Treadwell'],"['Charlie Parker', 'Dizzy Gillespie', 'Thelonious Monk', 'Curly Russell', 'Buddy Rich']",['Bird 100'],['2020-08-28'],203.92,107.666015625,0,-11.101993567667686,0
180,180,"[""Isn't This A Lovely Day?""]","['Ella Fitzgerald', 'Paul Weston & His Orchestra']",['100 Songs For A Centennial'],['2017-04-21'],206.72,112.34714673913044,0,-15.053711753927338,0
184,184,['You Make Me Feel So Young'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],140.84,123.046875,0,-13.621079734975403,0
185,185,['I Get A Kick Out Of You (Take 7 / Master Take)'],['Charlie Parker'],['Bird 100'],['2020-08-28'],214.36,123.046875,0,-14.402644408343363,0
186,186,['Moonlight Becomes You'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],187.92,75.99954044117646,0,-15.025200362319,0
187,187,"[""Let's Fall In Love""]",['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],185.0,95.703125,0,-13.23731834652784,0
189,189,['Barbados'],"['Charlie Parker', 'Miles Davis']",['Bird 100'],['2020-08-28'],150.18666666666667,83.35433467741936,0,-12.178267316867103,0
190,190,['You Leave Me Breathless'],"['Ella Fitzgerald', 'Ellis Larkins']",['100 Songs For A Centennial'],['2017-04-21'],186.53333333333333,112.34714673913044,0,-15.423903960313105,0
191,191,['Au Privave (Take 3 Master)'],['Charlie Parker'],['Bird 100'],['2020-08-28'],162.80532879818594,107.666015625,0,-11.653367723600482,0
193,193,['Ah-Leu-Cha'],"['Charlie Parker', 'Miles Davis']",['Bird 100'],['2020-08-28'],173.82666666666665,89.10290948275862,0,-11.828368352037488,0
194,194,['Between The Devil And The Deep Blue Sea'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],136.58666666666667,151.99908088235293,0,-12.693346230796273,0
195,195,"[""I'm In The Mood For Love""]",['Charlie Parker Quartet'],['Bird 100'],['2020-08-28'],171.49333333333334,135.99917763157896,0,-13.084718469084498,0
196,196,['It Might As Well Be Spring'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],160.3733333333333,107.666015625,0,-15.782406011325977,0
198,198,"[""Miss Otis Regrets (She's Unable To Lunch Today)""]",['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],181.76,123.046875,0,-17.24951703529652,0
205,205,['K.C. Blues'],['Charlie Parker'],['Bird 100'],['2020-08-28'],204.5439909297052,117.45383522727272,0,-12.083703298027547,0
206,206,['Swedish Schnapps'],['Charlie Parker Quintet'],['Bird 100'],['2020-08-28'],189.9946485260771,107.666015625,0,-12.726090946902604,0
207,207,['The Very Thought Of You'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],167.17333333333335,112.34714673913044,0,-13.787579920435876,0
213,213,['Freddie Freeloader (False Start)'],['Miles Davis'],['Kind Of Blue (Legacy Edition)'],['2009-01-15'],85.85333333333334,129.19921875,0,-22.969943627673,0
214,214,['Haunted Heart'],['Bill Evans'],['Coffee And Cigarettes'],['2023-05-23'],208.13333333333333,83.35433467741936,0,-19.261940841207306,0
215,215,"[""I've Got The World On A String""]",['Louis Armstrong'],['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],172.25333333333333,103.359375,0,-12.528308850372392,0
216,216,"[""Kickin' the Clouds Away""]",['George Gershwin'],['Gershwin Plays Gershwin: The Piano Rolls'],['2005-09-13'],200.89333333333332,86.1328125,0,-17.767476643039373,0
219,219,['Stairway To The Stars'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],170.96,107.666015625,0,-13.986316235628122,0
222,222,['Another Hair-Do'],['Charlie Parker'],['Bird 100'],['2020-08-28'],161.86666666666667,95.703125,0,-13.046837516660192,0
223,223,['Warm All Over'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],166.41333333333333,89.10290948275862,0,-14.610622133201128,0
226,226,['All The Things You Are'],"['Ella Fitzgerald', 'Nelson Riddle & His Orchestra']",['100 Songs For A Centennial'],['2017-04-21'],196.24,112.34714673913044,0,-14.47393830762539,0
227,227,['Donna Lee'],"['Charlie Parker', 'Miles Davis']",['Bird 100'],['2020-08-28'],155.45333333333335,112.34714673913044,0,-12.707554275025476,0
228,228,['I Want You To Know'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],121.13333333333334,117.45383522727272,0,-14.995814323112194,0
229,229,['Little Bee'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],153.53333333333333,123.046875,0,-15.074141501766604,0
230,230,['Natural Born Lover'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],283.4266666666667,86.1328125,0,-15.638061542601411,0
234,234,"[""Don't Blame It On Me""]",['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],161.17333333333335,117.45383522727272,0,-15.137811879564246,0
236,236,"['Yes, My Darling']",['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],120.13333333333334,112.34714673913044,0,-16.7710512315087,0
238,238,"[""Don't You Know I Love You""]",['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],134.04,73.828125,0,-13.123781180287612,0
239,239,['Hey! La Bas Boogie'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],148.0,92.28515625,0,-14.257854332396766,0
241,241,['If You Need Me (Version #2)'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],126.42666666666666,117.45383522727272,0,-14.531303022087116,0
242,242,"[""It Keeps Rainin'""]",['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],168.44,117.45383522727272,0,-13.404953608248876,0
244,244,['Every Night About This Time'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],133.33333333333334,112.34714673913044,0,-14.789940903592743,0
247,247,['So Long'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],130.10666666666663,86.1328125,0,-15.613699041453684,0
248,248,['What A Price'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],143.96,95.703125,0,-15.322704834125537,0
249,249,['Careless Love'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],143.0,117.45383522727272,0,-15.026374134979156,0
250,250,['Fell In Love On Monday'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],119.30666666666669,73.828125,0,-13.10065295314085,0
251,251,['Whole Lotta Loving'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],100.33333333333331,92.28515625,0,-14.1723639533587,0
252,252,"[""Anything To Say You're Mine""]",['Etta James'],['At Last!'],['2017-11-10'],155.6,92.28515625,0,-10.089107145837348,0
254,254,['Come Fly With Me (2008 Remastered)'],['Frank Sinatra'],['Nothing But The Best (Remastered)'],['2008-05-05'],193.6533333333333,135.99917763157896,0,-12.032767980939948,0
256,256,['Finger Buster'],['Emmet Cohen'],['Uptown in Orbit'],['2022-10-28'],251.3280045351474,117.45383522727272,0,-13.487794245907528,0
257,257,['In The Mood'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],216.16,80.74951171875,0,-16.187036149668813,0
264,264,['Margie'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],137.33333333333334,89.10290948275862,0,-15.791875226410548,0
266,266,['Set Me Free (The Twist Set Me Free)'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],124.09333333333332,112.34714673913044,0,-12.693701171195046,0
267,267,['You Win Again'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],135.26666666666668,92.28515625,0,-16.20627695992662,0
268,268,['Blueberry Hill'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],143.2,92.28515625,0,-14.99169884927166,0
