,Unnamed: 0,song title,artist,album title,year,duration,bpm,scale,loudness,cluster
102,102,['Summertime'],"['Ella Fitzgerald', 'Louis Armstrong']",['100 Songs For A Centennial'],['2017-04-21'],298.7333333333333,117.45383522727272,1,-15.063904716461025,3
108,108,['Begin The Beguine'],['Charlie Parker And His Orchestra'],['Bird 100'],['2020-08-28'],194.3733333333333,99.38401442307692,1,-14.949930534426782,3
109,109,['Yesterdays'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],171.36,172.265625,1,-16.835695123287028,3
114,114,['Sipping At Bells'],"['Charlie Parker', 'Miles Davis']",['Bird 100'],['2020-08-28'],144.82666666666665,103.359375,1,-12.386718082526771,3
118,118,['Old Folks'],['Charlie Parker'],['Bird 100'],['2020-08-28'],218.13333333333333,78.30255681818181,1,-17.074060211458114,3
119,119,['Cottontail'],"['Duke Ellington', 'Ella Fitzgerald']",['100 Songs For A Centennial'],['2017-04-21'],221.8,151.99908088235293,1,-13.699007230907569,3
128,128,['A String of Pearls'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],193.2,129.19921875,1,-14.494010886680504,3
134,134,['Jive At Five'],['Oscar Peterson'],['Plays Count Basie'],['1956-01-01'],251.66666666666663,172.265625,1,-17.309642170426027,3
154,154,['Summertime'],['Charlie Parker'],['Bird 100'],['2020-08-28'],166.13333333333333,89.10290948275862,1,-13.17123250663846,3
156,156,"[""Moanin' (Remastered 1998/Rudy Van Gelder Edition)""]",['Art Blakey'],"[""Moanin' (Expanded Edition)""]",['1959-01-01'],570.72,129.19921875,1,-12.29829257908172,3
163,163,['The Natives Are Restless Tonight (Rudy Van Gelder Edition/1999 Digital Remaster)'],['Horace Silver'],['Song For My Father'],['1999-01-01'],370.62666666666667,143.5546875,1,-11.608154258997226,3
172,172,['Stop The Clock'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],142.16,107.666015625,1,-14.77299695169696,3
178,178,['The Loneliest'],['Emmet Cohen'],['Uptown in Orbit'],['2022-10-28'],323.86133786848075,143.5546875,1,-11.904305947700037,3
181,181,"[""Puttin' On The Ritz""]","['Ella Fitzgerald', 'Paul Weston & His Orchestra']",['100 Songs For A Centennial'],['2017-04-21'],135.65333333333334,143.5546875,1,-12.14633923761046,3
192,192,['Lullaby Of Birdland'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],171.2,112.34714673913044,1,-13.840053918656109,3
197,197,['All The Things You Are / 52nd Street Theme'],"['Charlie Parker', 'Dizzy Gillespie', 'Bud Powell', 'Max Roach', 'Charles Mingus']",['Bird 100'],['2020-08-28'],471.6533333333333,143.5546875,1,-12.676992952468185,3
201,201,['Along Came Betty'],['Art Blakey'],"[""Moanin' (Expanded Edition)""]",['1959-01-01'],368.7466666666666,112.34714673913044,1,-12.180099264631645,3
202,202,['Love For Sale'],['Charlie Parker'],['Bird 100'],['2020-08-28'],337.3333333333333,123.046875,1,-15.99346585172642,3
203,203,['Love Me Or Leave Me'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],171.4,107.666015625,1,-12.73240924387183,3
211,211,['Fly Me To The Moon (2008 Remastered)'],"['Frank Sinatra', 'Count Basie And His Orchestra']",['Nothing But The Best (Remastered)'],['2008-05-05'],147.52,123.046875,1,-13.118342139749023,3
212,212,['Fools Rush In (Where Angels Fear To Tread) (2002 Remastered)'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],151.97333333333333,103.359375,1,-16.540756239334474,3
217,217,['Moon Song'],"['Louis Armstrong', 'Oscar Peterson']",['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],274.84,129.19921875,1,-14.585849686266922,3
218,218,['Que Pasa (Remastered 1999/Rudy Van Gelder Edition)'],['Horace Silver'],['Song For My Father'],['1999-01-01'],338.28,161.4990234375,1,-12.590090258216923,3
221,221,['Topsy'],['Oscar Peterson'],['Plays Count Basie'],['1956-01-01'],258.93333333333334,123.046875,1,-15.93435389147871,3
224,224,['Almost Like Being In Love'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],183.64,161.4990234375,1,-13.14373031882469,3
225,225,['Mango Mangue'],['Charlie Parker'],['Bird 100'],['2020-08-28'],176.66666666666666,129.19921875,1,-15.208715782645696,3
237,237,['Autumn In New York'],['Charlie Parker'],['Bird 100'],['2020-08-28'],211.30666666666667,89.10290948275862,1,-14.960911028089717,3
240,240,['I Got A Guy (Single Version)'],"['Ella Fitzgerald', 'Chick Webb And His Orchestra']",['100 Songs For A Centennial'],['2017-04-21'],200.44,123.046875,1,-15.48438574866773,3
245,245,['Perdido'],"['Charlie Parker', 'Dizzy Gillespie', 'Bud Powell', 'Max Roach', 'Charles Mingus']",['Bird 100'],['2020-08-28'],463.4933333333333,95.703125,1,-11.996724289488029,3
265,265,['Salt Peanuts'],"['Charlie Parker', 'Dizzy Gillespie', 'Bud Powell', 'Max Roach', 'Charles Mingus']",['Bird 100'],['2020-08-28'],459.0533333333333,151.99908088235293,1,-13.662832856767912,3
272,272,['Relaxing With Lee (Take 6 / Take 3 / Master Take)'],"['Dizzy Gillespie', 'Charlie Parker', 'Thelonious Monk', 'Curly Russell', 'Buddy Rich']",['Bird 100'],['2020-08-28'],170.93333333333334,172.265625,1,-15.171404426395153,3
281,281,['Tico Tico'],['Charlie Parker And His Orchestra'],['Bird 100'],['2020-08-28'],166.96,129.19921875,1,-16.045107934917823,3
287,287,['Ornithology (Live)'],['Charlie Parker'],['Bird 100'],['2020-08-28'],264.61333333333334,117.45383522727272,1,-15.576265331006708,3
290,290,['I Want To Go Home'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],116.8,83.35433467741936,1,-13.123516649459123,3
298,298,['The Big Beat'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],121.0,89.10290948275862,1,-13.40633733084565,3
299,299,['The Song Is You'],['Charlie Parker Quartet'],['Bird 100'],['2020-08-28'],176.96,129.19921875,1,-13.981241611663846,3
300,300,['A Night In Tunisia'],"['Charlie Parker', 'Dizzy Gillespie', 'Bud Powell', 'Max Roach', 'Charles Mingus']",['Bird 100'],['2020-08-28'],454.32,99.38401442307692,1,-11.208225732177263,3
308,308,['Bird Gets The Worm'],['Charlie Parker'],['Bird 100'],['2020-08-28'],158.54666666666665,117.45383522727272,1,-13.454361779925447,3
310,310,"[""I Hadn't Anyone Till You""]",['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],182.6,69.83741554054055,1,-14.320705653600363,3
316,316,['East Of The Sun (West Of The Moon) (Stereo Version)'],['Louis Armstrong'],['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],194.66666666666663,103.359375,1,-12.794871286260207,3
330,330,"[""Can't Buy Me Love""]",['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],157.96,151.99908088235293,1,-11.616540714817324,3
333,333,['The Sweetest Sounds'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],127.16,135.99917763157896,1,-12.2476439127411,3
338,338,['Dream (When You’re Feeling Blue)'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],179.25333333333333,103.359375,1,-14.13718865678314,3
339,339,"['Mack The Knife (Live At The Deutschlandhalle, Berlin, 1960)']","['Ella Fitzgerald', 'The Paul Smith Quartet']",['100 Songs For A Centennial'],['2017-04-21'],288.52,69.83741554054055,1,-13.44243990646103,3
343,343,['Juke Box Saturday Night (Remastered 2002)'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],183.57333333333327,161.4990234375,1,-15.403354045467912,3
347,347,['Song Of The Volga Boatmen (Remastered 2002)'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],203.6533333333333,129.19921875,1,-15.33502506084335,3
352,352,['Little Willie Leaps'],"['Charlie Parker', 'Miles Davis']",['Bird 100'],['2020-08-28'],173.22666666666666,112.34714673913044,1,-10.767340038968753,3
354,354,['Comes Love'],"['Ella Fitzgerald', 'Louis Armstrong']",['100 Songs For A Centennial'],['2017-04-21'],147.01333333333332,135.99917763157896,1,-13.820509907337012,3
355,355,['What Is This Thing Called Love?'],['Charlie Parker'],['Bird 100'],['2020-08-28'],159.13333333333333,117.45383522727272,1,-14.274062344779054,3
376,376,['I Love Paris'],['Charlie Parker'],['Bird 100'],['2020-08-28'],307.53333333333336,123.046875,1,-16.38028172383078,3
377,377,"[""I've Got My Love To Keep Me Warm""]","['Ella Fitzgerald', 'Louis Armstrong']",['100 Songs For A Centennial'],['2017-04-21'],190.30666666666667,112.34714673913044,1,-13.22539654052269,3
382,382,['It Was A Very Good Year (2008 Remastered)'],['Frank Sinatra'],['Nothing But The Best (Remastered)'],['2008-05-05'],266.97333333333336,143.5546875,1,-12.50941952882765,3
385,385,['Sweet Lorraine'],['Wardell Gray'],"['Wardell Gray Memorial, Vol. 1']",['1953-02-20'],245.33333333333331,123.046875,1,-15.516253997357849,3
445,445,['Blues March (Remastered)'],['Art Blakey'],"[""Moanin' (Expanded Edition)""]",['1959-01-01'],373.38666666666666,129.19921875,1,-11.683338448707234,3
467,467,['Waltz For Debby'],['Bill Evans'],['Coffee And Cigarettes'],['2023-05-23'],420.8,89.10290948275862,1,-13.816438348124835,3
485,485,['Come Rain Or Come Shine (Remastered)'],['Art Blakey'],"[""Moanin' (Expanded Edition)""]",['1959-01-01'],345.17333333333335,69.83741554054055,1,-11.786624203221647,3
491,491,['Soon'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],165.53333333333333,123.046875,1,-16.350610809487744,3
507,507,['Que Pasa (Rudy Van Gelder Edition/1999 Digital Remaster)'],['Horace Silver'],['Song For My Father'],['1999-01-01'],467.70666666666665,143.5546875,1,-13.1927670338472,3
509,509,"[""Spillin' the Tea""]",['Emmet Cohen'],['Uptown in Orbit'],['2022-10-28'],425.6533333333333,99.38401442307692,1,-14.45794641806876,3
516,516,['That Old Feeling'],"['Louis Armstrong', 'Oscar Peterson']",['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],163.6266666666667,112.34714673913044,1,-15.902417983291382,3
532,532,['Spoonful (Single Version)'],"['Etta James', 'Harvey Fuqua']",['At Last!'],['2017-11-10'],167.46666666666667,112.34714673913044,1,-10.804943165637702,3
543,543,['Frolic Of The Bears'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],297.70666666666665,117.45383522727272,1,-17.255028948985096,3
544,544,"['Theme From New York, New York (2008 Remastered)']",['Frank Sinatra'],['Nothing But The Best (Remastered)'],['2008-05-05'],204.90666666666667,107.666015625,1,-10.374155791725956,3
549,549,['Willow Weep For Me'],"['Louis Armstrong', 'Oscar Peterson']",['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],263.05333333333334,92.28515625,1,-14.099902895131994,3
