,Unnamed: 0,song title,artist,album title,year,duration,bpm,scale,loudness,cluster
371,371,['Solace'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],373.24,107.666015625,0,-17.434477790245378,1
379,379,['Flamenco Sketches (Studio Sequence 2)'],['Miles Davis'],['Kind Of Blue (Legacy Edition)'],['2009-01-15'],69.72,135.99917763157896,0,-31.05745327504029,1
387,387,['Young And Foolish'],['Bill Evans'],['Coffee And Cigarettes'],['2023-05-23'],354.2933333333333,103.359375,0,-18.67590805176332,1
400,400,"[""Let's Do It (Let's Fall In Love)""]","['Louis Armstrong', 'Oscar Peterson']",['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],523.5866666666667,107.666015625,0,-17.361334335837768,1
407,407,['I Gotta Right To Sing The Blues (Alternate Take 4)'],['Louis Armstrong'],['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],243.32,73.828125,1,-14.529805589668651,1
434,434,['Easy Does It'],['Oscar Peterson'],['Plays Count Basie'],['1956-01-01'],387.44,103.359375,0,-15.781228470360142,1
435,435,"['Freddie Freeloader (feat. John Coltrane, Cannonball Adderley, Wynton Kelly & Paul Chambers)']","['Miles Davis', 'John Coltrane', 'Cannonball Adderley', 'Wynton Kelly', 'Paul Chambers']",['Kind Of Blue (Legacy Edition)'],['2009-01-15'],586.4,129.19921875,0,-18.17880932861868,1
443,443,['At Last (Remastered)'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],183.56,71.77734375,1,-15.515572611331452,1
448,448,"['Flamenco Sketches (feat. John Coltrane, Cannonball Adderley & Bill Evans) (Alternate Take)']","['Miles Davis', 'Bill Evans', 'John Coltrane', 'Cannonball Adderley']",['Kind Of Blue (Legacy Edition)'],['2009-01-15'],571.56,117.45383522727272,0,-20.09312543208293,1
454,454,['One Way Ticket'],['Bruce Katz Band'],['Crescent Crawl'],['1993'],413.6328,123.046875,0,-21.855214725615088,1
462,462,['Funky Blues'],['Charlie Parker'],['Bird 100'],['2020-08-28'],807.3066666666666,67.99958881578948,0,-18.875720413799176,1
466,466,['An American in Paris'],['George Gershwin'],['Gershwin Plays Gershwin: The Piano Rolls'],['2005-09-13'],994.6,129.19921875,0,-17.471660430493525,1
484,484,"[""Boomer's Thing""]",['Bruce Katz Band'],['Crescent Crawl'],['1993'],306.5706,107.666015625,0,-20.742162127717503,1
504,504,['Love For Sale'],['Miles Davis'],['Kind Of Blue (Legacy Edition)'],['2009-01-15'],707.2533333333333,107.666015625,1,-14.340081183644305,1
508,508,['So Am I'],['George Gershwin'],['Gershwin Plays Gershwin: The Piano Rolls'],['2005-09-13'],258.0933333333333,107.666015625,0,-24.837827293408196,1
511,511,['Three to Get Ready'],['The Dave Brubeck Quartet'],['Time Out'],['2009-05-22'],322.8666893424036,89.10290948275862,0,-20.48640919094745,1
514,514,"['Suite in the Old Style, Op. 28']",['Nikolai Kapustin'],['Nikolai Kapustin: Jazz Pieces for Piano'],['2017-12-15'],801.3407709750567,151.99908088235293,0,-19.32619736123992,1
575,575,"['Highlights From ""Treemonisha""']",['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],1015.4,151.99908088235293,0,-16.84089932417123,1
